pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,0.004616052,0.024479706,0.407017919,0.294248121,1.35315984,410,
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,0.326765189,0.581226104,0.091679525,0.252223396,1.049704857,164,
REACTOME_DNA_DAMAGE_BYPASS,0.608084359,0.878948761,0.062800398,0.265133338,0.908603939,46,
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,0.998178506,1,0.04148804,0.136152696,0.447060293,38,
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,0.132075472,0.298548094,0.166933849,0.426096264,1.282760183,27,
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,0.662092624,0.923241126,0.057609111,0.225738914,0.910287532,129,
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,0.620320856,0.887328528,0.062523741,0.269511259,0.897718129,40,
REACTOME_DNA_REPAIR,1,1,0.033162642,0.152713325,0.673647035,273,
REACTOME_DNA_REPLICATION,0.500857633,0.773020303,0.07113274,0.242263513,0.97692264,129,
REACTOME_DNA_REPLICATION_PRE_INITIATION,0.593695271,0.864911045,0.063784539,0.242235037,0.920765718,86,
REACTOME_DNA_STRAND_ELONGATION,0.390566038,0.656150943,0.089436683,0.337986243,1.055550548,32,
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,0.015025896,0.060409612,0.380730401,-0.558018993,-1.671909366,22,
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,0.981549815,1,0.042845051,0.197236925,0.600632896,28,
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,0.028368888,0.09872855,0.352487858,0.52998065,1.595503488,27,
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,0.170132325,0.358804711,0.145516146,0.417380763,1.24752139,26,
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.846830986,1,0.047448319,0.21382615,0.805483813,79,
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,0.913207547,1,0.047164246,0.227928943,0.686178682,27,
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,0.693761815,0.952354536,0.05998925,0.284286704,0.849712721,26,
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,0.622180451,0.888700586,0.064940768,0.304120677,0.882267697,23,
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,0.462406015,0.734969702,0.07998588,0.345731398,1.002982262,23,
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,0.232472325,0.45095262,0.120433372,0.384609312,1.181661395,29,
REACTOME_DUAL_INCISION_IN_GG_NER,0.978609626,1,0.041404427,0.190263469,0.63375076,40,
REACTOME_DUAL_INCISION_IN_TC_NER,0.970070423,1,0.041237609,0.192801739,0.697456002,64,
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,0.309021113,0.554048753,0.104343953,0.400404683,1.124802498,21,
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,0.787769784,1,0.051740546,0.240569752,0.809010682,43,
REACTOME_ECM_PROTEOGLYCANS,9.67E-05,0.001048983,0.538434096,0.517187735,1.916248718,72,
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,0.086864407,0.215414999,0.222056046,-0.433072034,-1.354447523,27,
REACTOME_EGFR_DOWNREGULATION,0.998154982,1,0.042077211,0.144209547,0.443064816,29,
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION,0.654716981,0.9173378,0.062661823,0.287825694,0.866497481,27,
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,0.026510851,0.09345075,0.352487858,0.626689842,1.603614959,15,
REACTOME_ELASTIC_FIBRE_FORMATION,3.85E-05,5.27E-04,0.557332239,0.621291044,2.089336203,43,
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS,0.515592516,0.789588538,0.079556468,-0.351921252,-0.961903968,16,
REACTOME_ENDOGENOUS_STEROLS,0.497185741,0.769157251,0.076083716,0.330654903,0.971490331,24,
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,0.957716702,1,0.050193425,-0.207018674,-0.676974498,31,
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,0.946494465,1,0.044507054,0.21397911,0.6574226,29,
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,0.540590406,0.813357821,0.070960946,0.307710783,0.945400804,29,
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,0.897111913,1,0.045953808,0.220962255,0.738411931,42,
REACTOME_EPHRIN_SIGNALING,0.977099237,1,0.044596162,0.212305827,0.580035145,19,
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,0.173684211,0.363191347,0.138022242,0.343228098,1.19926486,51,
REACTOME_EPH_EPHRIN_SIGNALING,0.483420593,0.75735893,0.073805272,0.25508751,0.972817675,92,
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,0.526315789,0.799805518,0.069779252,0.253850313,0.959468991,84,
REACTOME_ERBB2_REGULATES_CELL_MOTILITY,0.83908046,1,0.051740546,0.284612201,0.728284318,15,
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,0.980806142,1,0.04468544,0.197647395,0.514002245,16,
REACTOME_ERK_MAPK_TARGETS,0.966873706,1,0.04879897,-0.206768279,-0.61950906,22,
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC,0.849340866,1,0.050396432,0.263329161,0.73615174,20,
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,0.666666667,0.926760563,0.074362538,-0.212779526,-0.920374977,147,
REACTOME_ESR_MEDIATED_SIGNALING,5.44E-06,1.03E-04,0.610526878,0.450067303,1.861367893,155,
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,4.26E-04,0.003357569,0.498493109,0.470254081,1.800153621,89,
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,0.210019268,0.417500538,0.130777138,0.426766111,1.216335785,22,
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,1.98E-04,0.001897834,0.518848078,0.465162684,1.773973487,92,
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,5.87E-04,0.004456136,0.477270815,0.420689876,1.672322663,118,
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,0.688090737,0.947204404,0.060378636,0.278198116,0.860723401,31,
REACTOME_EXTENSION_OF_TELOMERES,0.970017637,1,0.041320951,0.187932271,0.653805882,50,
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,2.13E-10,1.68E-08,0.826657301,0.464297726,2.04626099,275,
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,0.004743913,0.024905542,0.407017919,0.451417775,1.660108486,70,
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,0.447058824,0.71631016,0.07588869,0.245062312,0.999616587,138,
REACTOME_FANCONI_ANEMIA_PATHWAY,1,1,0.04301732,0.136749343,0.432258423,34,
REACTOME_FATTY_ACID_METABOLISM,0.057471264,0.162300824,0.241339977,0.31081028,1.290413903,163,
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,0.810964083,1,0.052697309,0.253587165,0.784579027,31,
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,4.18E-04,0.003353856,0.498493109,0.619194093,1.934154404,33,
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,0.005066141,0.026248194,0.407017919,0.547553401,1.730791272,34,
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,0.035643679,0.114780788,0.321775918,0.371691345,1.394710027,81,
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,9.78E-06,1.69E-04,0.593325476,0.528981837,2.024966093,89,
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,1.56E-07,4.96E-06,0.690132459,0.690097313,2.320724422,43,
REACTOME_FCGR_ACTIVATION,2.76E-08,1.14E-06,0.733761988,0.86812978,2.332859204,18,
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,0.003495692,0.019548149,0.431707696,0.385725544,1.559576139,131,
REACTOME_FERTILIZATION,0.752417795,0.988863334,0.057246114,0.300190209,0.796212329,17,
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,0.754716981,0.990566038,0.055942859,0.271163379,0.816335685,27,
REACTOME_FGFR2_ALTERNATIVE_SPLICING,0.996226415,1,0.0431902,0.161857224,0.487270177,27,
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,0.827586207,1,0.052375908,0.286524812,0.733178431,15,
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,0.979704797,1,0.042931109,0.187361555,0.575643673,29,
REACTOME_FLT3_SIGNALING,0.027659593,0.096808574,0.352487858,0.484836061,1.591969588,38,
REACTOME_FLT3_SIGNALING_IN_DISEASE,0.833948339,1,0.050294806,0.249802836,0.760708478,28,
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,3.20E-05,4.57E-04,0.557332239,0.674188717,2.085887618,31,
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,0.767148014,0.999571076,0.053129805,0.244533515,0.817182396,42,
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,0.739130435,0.983669278,0.053129805,0.240655879,0.845375207,53,
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,0.931279621,1,0.056767239,-0.204131314,-0.735982423,52,
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,0.160680529,0.345515648,0.150169802,0.402189044,1.24434172,31,
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,0.154255319,0.334983498,0.1482615,0.34517061,1.234253631,60,
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,0.720338983,0.975424455,0.063642408,-0.258576897,-0.854213379,32,
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,0.129511677,0.294874338,0.179782316,-0.416673222,-1.273174426,25,
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,0.001290014,0.008488295,0.455059867,0.483240086,1.738768611,63,
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,0.031697988,0.106595961,0.321775918,0.600271005,1.592134458,17,
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES,0.051823417,0.150207025,0.276500599,0.572147874,1.487929001,16,
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,0.094339623,0.229342876,0.199915231,0.441093122,1.327908131,27,
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,0.938931298,1,0.046415496,0.232503212,0.635215886,19,
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,0.925143954,1,0.047353425,0.234934902,0.659970716,21,
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,0.982758621,1,0.044507054,0.203873476,0.547853703,18,
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING,0.798850575,1,0.054008827,0.289430483,0.777764548,18,
REACTOME_G0_AND_EARLY_G1,0.013833855,0.056538365,0.380730401,0.561704937,1.69100926,27,
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,0.502636204,0.775159271,0.072179797,0.263222931,0.956731417,65,
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,0.114391144,0.266283158,0.178219875,0.426130809,1.30923072,29,
REACTOME_G2_M_CHECKPOINTS,0.962393162,1,0.040247757,0.181563202,0.731377737,128,
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,0.963478261,1,0.040988387,0.190840378,0.677107102,57,
REACTOME_GAB1_SIGNALOSOME,0.155172414,0.336604775,0.154190967,0.507848186,1.299515158,15,
REACTOME_GABA_B_RECEPTOR_ACTIVATION,0.682795699,0.942544552,0.058221624,0.25961422,0.865266488,41,
REACTOME_GABA_RECEPTOR_ACTIVATION,0.735449735,0.982173009,0.054008827,0.239585451,0.846401296,56,
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,0.079497908,0.203558318,0.23112671,-0.490619678,-1.41738101,19,
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,0.639380531,0.902388749,0.071652737,-0.256327684,-0.890604827,39,
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,0.979284369,1,0.043887984,0.191143471,0.567391783,25,
REACTOME_GAP_JUNCTION_ASSEMBLY,0.332075472,0.586330037,0.098890301,0.342982693,1.084152615,34,
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,0.306878307,0.552716951,0.09957912,0.314381152,1.080475986,47,
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,0.643678161,0.907586207,0.064214088,0.328560726,0.882916278,18,
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,7.29E-04,0.005268558,0.477270815,0.611863755,1.893059019,31,
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,0.055555556,0.157793765,0.261663522,0.454984177,1.461244146,35,
REACTOME_GENE_SILENCING_BY_RNA,1,1,0.03903553,0.117178126,0.439373055,77,
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,1,1,0.039921862,0.145621016,0.548308124,83,
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,0.836363636,1,0.049490487,0.235100338,0.773721463,39,
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,0.980972516,1,0.049093967,-0.182527055,-0.596884133,31,
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS,0.858695652,1,0.056529953,-0.235429006,-0.750688178,29,
REACTOME_GLUCONEOGENESIS,0.886827458,1,0.04773424,0.229196186,0.711280424,30,
REACTOME_GLUCOSE_METABOLISM,0.99122807,1,0.040084563,0.177959751,0.674581004,85,
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE,0.131914894,0.298548094,0.178219875,-0.427937614,-1.285693064,23,
REACTOME_GLUTATHIONE_CONJUGATION,0.836864407,1,0.056529953,-0.239597146,-0.791513435,32,
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,0.692567568,0.952039261,0.05479395,0.227865699,0.89588402,109,
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,0.377394636,0.639896797,0.092259726,0.419842608,1.074320728,15,
REACTOME_GLYCOGEN_METABOLISM,0.381132075,0.645244183,0.090824142,0.348882651,1.050309076,27,
REACTOME_GLYCOGEN_STORAGE_DISEASES,0.942528736,1,0.046415496,0.235283703,0.60205933,15,
REACTOME_GLYCOGEN_SYNTHESIS,0.846449136,1,0.051426492,0.279333459,0.726435199,16,
REACTOME_GLYCOLYSIS,0.994671403,1,0.040493483,0.172234981,0.628993369,67,
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,3.34E-05,4.75E-04,0.557332239,0.464088299,1.84382042,120,
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,0.410430839,0.677416786,0.097215081,-0.292332326,-1.016431255,40,
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,0.302966102,0.550136749,0.111918316,-0.350380518,-1.095826994,27,
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,0.998236332,1,0.040003152,0.146043345,0.513685245,55,
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,0.403341289,0.668510247,0.101350744,-0.242599938,-1.026539646,130,
REACTOME_GPCR_LIGAND_BINDING,4.03E-06,7.81E-05,0.610526878,0.366641267,1.673476738,380,
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,9.59E-05,0.001046259,0.538434096,0.645256444,2.039626127,34,
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,0.6756238,0.935916759,0.061976274,0.326410123,0.848862872,16,
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,0.008200638,0.037646649,0.380730401,0.633015084,1.769629893,20,
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,0.139084507,0.310631741,0.156312403,0.323368159,1.218128923,79,
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,9.06E-05,0.001015965,0.538434096,0.369318625,1.620030732,269,
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,0.231511254,0.45095262,0.111462667,0.259862126,1.102903179,197,
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,0.401032702,0.666362419,0.082896213,0.255799351,1.01908501,119,
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,0.958429561,1,0.054231594,-0.195250896,-0.696985551,46,
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42,0.625954198,0.891510525,0.06538342,0.324085383,0.88542512,19,
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,0.281425891,0.522610263,0.108820127,0.391699281,1.150843554,24,
REACTOME_G_PROTEIN_ACTIVATION,0.586466165,0.85754386,0.067833826,0.313619828,0.909825159,23,
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,0.143667297,0.318213961,0.159646702,0.408114642,1.262675061,31,
REACTOME_G_PROTEIN_MEDIATED_EVENTS,0.987719298,1,0.040247757,0.180034626,0.629054562,51,
REACTOME_HATS_ACETYLATE_HISTONES,0.2495637,0.475520023,0.111918316,0.304801774,1.132468756,74,
REACTOME_HCMV_EARLY_EVENTS,0.992924528,1,0.053566938,-0.165059251,-0.630830202,72,
REACTOME_HCMV_INFECTION,1,1,0.039195634,0.158484397,0.606781753,96,
REACTOME_HCMV_LATE_EVENTS,0.996551724,1,0.03903553,0.156718319,0.551354739,52,
REACTOME_HDACS_DEACETYLATE_HISTONES,0.303773585,0.550136749,0.104343953,0.359206129,1.121821476,32,
REACTOME_HDMS_DEMETHYLATE_HISTONES,0.247600768,0.472692375,0.118815039,0.41995487,1.179722185,21,
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,0.994699647,1,0.040247757,0.165170809,0.601811182,66,
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA,0.650994575,0.913335672,0.060903935,0.269327384,0.873862758,36,
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,1,1,0.040084563,0.135332659,0.486946729,63,
REACTOME_HEDGEHOG_OFF_STATE,1,1,0.037927147,0.133687562,0.525610265,109,
REACTOME_HEDGEHOG_ON_STATE,0.091710758,0.225081241,0.195789002,0.340365138,1.28157992,83,
REACTOME_HEME_SIGNALING,0.020603835,0.076595048,0.352487858,0.454502762,1.570049812,48,
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,0.262237762,0.494892297,0.108820127,0.320873062,1.131530389,54,
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,0.800738007,1,0.052163031,0.252933181,0.777103846,29,
REACTOME_HIV_INFECTION,0.996810207,1,0.035391062,0.169010667,0.725574915,220,
REACTOME_HIV_LIFE_CYCLE,0.984949833,1,0.038162891,0.171188409,0.701035482,141,
REACTOME_HIV_TRANSCRIPTION_ELONGATION,0.735883424,0.982173009,0.055479331,0.253014635,0.830778971,38,
REACTOME_HIV_TRANSCRIPTION_INITIATION,0.7504363,0.988863334,0.052589895,0.244022906,0.832940856,45,
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE,0.772401434,1,0.052482762,0.242833197,0.809337128,41,
REACTOME_HOMOLOGY_DIRECTED_REPAIR,0.904273504,1,0.043103683,0.200200095,0.772998208,100,
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0.762478485,0.99677651,0.051218435,0.214486228,0.859866911,124,
REACTOME_HSF1_ACTIVATION,0.010978986,0.047527452,0.380730401,0.523435424,1.624413466,30,
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,0.058076225,0.163389653,0.252961123,0.44639323,1.455191303,37,
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,0.402097902,0.667570445,0.08359906,0.287054011,1.012270507,54,
REACTOME_HS_GAG_BIOSYNTHESIS,0.435992579,0.704872523,0.082434409,0.32669593,1.013858146,30,
REACTOME_HS_GAG_DEGRADATION,0.219653179,0.431867904,0.127505315,0.421866686,1.202371822,22,
REACTOME_HYALURONAN_METABOLISM,0.234165067,0.45273442,0.12267919,0.461181876,1.199350586,16,
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,0.088345865,0.218266254,0.206587923,0.477976846,1.386632225,23,
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,0.040034803,0.125045414,0.321775918,0.603351452,1.54389516,15,
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,6.35E-18,2.09E-15,1.095929286,0.686507344,2.703753853,112,
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,0.001783794,0.010935435,0.455059867,0.636511279,1.846547713,23,
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION,0.567567568,0.840336277,0.074550078,-0.338102799,-0.924134083,16,
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,0.070260819,0.18601846,0.287805131,0.494277348,1.47735981,26,
REACTOME_INFLAMMASOMES,0.001645315,0.010248366,0.455059867,0.653635184,1.836168556,21,
REACTOME_INFLUENZA_INFECTION,0.002861934,0.016375237,0.431707696,0.370178665,1.524599238,151,
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,0.838641189,1,0.056529953,-0.25846594,-0.749754378,20,
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,0.733205374,0.981840646,0.058098358,0.286882687,0.805900573,21,
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,2.11E-08,9.07E-07,0.733761988,0.805265172,2.406880278,26,
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,0.984732824,1,0.044240742,0.192698276,0.526465874,19,
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL,0.935416667,1,0.050600424,-0.231140508,-0.617970401,15,
REACTOME_INOSITOL_PHOSPHATE_METABOLISM,0.062827225,0.171536573,0.237793834,0.415650631,1.418770057,45,
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE,0.808917197,1,0.058221624,-0.267815882,-0.776876561,20,
REACTOME_INSULIN_PROCESSING,0.872340426,1,0.05479395,-0.247126953,-0.742466654,23,
REACTOME_INSULIN_RECEPTOR_RECYCLING,0.529787234,0.803225806,0.079343496,-0.316936826,-0.952202997,23,
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,0.747368421,0.988863334,0.053021251,0.243750081,0.842018578,48,
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,0.441527446,0.710330219,0.095920678,-0.247233119,-1.007088532,102,
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,5.69E-07,1.40E-05,0.659444398,0.582612431,2.190688546,78,
REACTOME_INTEGRIN_SIGNALING,0.097560976,0.234574136,0.195789002,0.461631133,1.356308882,24,
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,0.859259259,1,0.049093967,0.232295437,0.746048685,35,
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,0.958490566,1,0.044954307,0.20500161,0.648000719,34,
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,7.44E-04,0.005339336,0.477270815,-0.581446106,-1.868842587,30,
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,0.997826087,1,0.049590196,-0.153401289,-0.482387417,28,
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.012186427,0.051182994,0.380730401,0.432651568,1.556743711,63,
REACTOME_INTERFERON_GAMMA_SIGNALING,4.53E-08,1.68E-06,0.719512826,0.585461388,2.223125887,87,
REACTOME_INTERFERON_SIGNALING,3.56E-06,7.10E-05,0.62725674,0.441874951,1.860612779,186,
REACTOME_INTERLEUKIN_10_SIGNALING,4.75E-12,6.25E-10,0.887074988,0.791374962,2.644617809,42,
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,0.021128766,0.07804689,0.352487858,0.441640724,1.543125998,51,
REACTOME_INTERLEUKIN_12_SIGNALING,0.092057762,0.225081241,0.197822021,0.403038083,1.346873153,42,
REACTOME_INTERLEUKIN_17_SIGNALING,0.370766488,0.632658512,0.089164712,0.284955823,1.044323442,68,
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,3.81E-06,7.52E-05,0.62725674,0.481916235,1.945517244,130,
REACTOME_INTERLEUKIN_1_SIGNALING,9.20E-04,0.006349987,0.477270815,0.443088468,1.706142855,99,
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,0.061371156,0.169673195,0.321775918,0.564911806,1.498349151,17,
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,5.96E-04,0.004486922,0.477270815,0.592160879,1.901805955,35,
REACTOME_INTERLEUKIN_37_SIGNALING,0.015845936,0.062785219,0.352487858,0.599857106,1.638853764,19,
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,0.004612815,0.024479706,0.407017919,0.525326844,1.750858306,41,
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,9.71E-18,2.74E-15,1.086440543,0.702748733,2.71778957,102,
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING,0.005244873,0.026961927,0.407017919,0.628370706,1.79093362,22,
REACTOME_INTERLEUKIN_7_SIGNALING,0.009394186,0.042241739,0.380730401,0.610830859,1.740942904,22,
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,0.145009416,0.319808468,0.158514105,0.468354471,1.309311726,20,
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,0.291666667,0.537080224,0.094664622,0.238742023,1.057929174,293,
REACTOME_INTRAFLAGELLAR_TRANSPORT,0.291954023,0.537108333,0.119887845,-0.308456549,-1.104140697,47,
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,1,1,0.058345278,-0.14106366,-0.628742152,197,
